dataId,trsmDy,trmnId,trsmUtcTime,trsmYear,trsmMt,trsmTm,trsmMs,vhcleLot,vhcleLat,vhcleEvt,trmnTypeCd,gpsUtcTime,vhcleDrc,vhcleSped,trnsmStatCd,lcdtRevisnStatCd,vhcleTypeCd,rgtrId,regDt,addr
PVDL-IDV1257517720-1722541752-34181,2,IDV1257517720,1722575944076.0,2024,08,141904,076,126.899194,37.579955,39.0,001,1722575944008.0,127.78750000000001,0.0,2,0,9228,v2x,2024-08-02 05:19:04,은평구
PVDL-IDV1257517320-1722547709-28231,2,IDV1257517320,1722575944102.0,2024,08,141904,102,126.946584,37.540065,35.0,001,1722575944008.0,225.8,3.0,2,0,9228,v2x,2024-08-02 05:19:04,마포구
PVDL-IDV1257517110-1722573973-1960,2,IDV1257517110,1722575944422.0,2024,08,141904,422,127.045087,37.61392,49.0,001,1722575944006.0,271.6,27.0,1,0,9228,v2x,2024-08-02 05:19:04,성북구
PVDL-IDV1257516880-1722542697-33236,2,IDV1257516880,1722575944349.0,2024,08,141904,349,126.814341,37.580445,38.0,001,1722575944000.0,92.48750000000001,0.0,7,0,9228,v2x,2024-08-02 05:19:04,강서구
PVDL-IDV1257516440-1722567582-8352,2,IDV1257516440,1722575944272.0,2024,08,141904,272,126.818684,37.573267,46.0,001,1722575944009.0,275.0125,0.0,2,0,9228,v2x,2024-08-02 05:19:04,강서구
PVDL-IDV1257516430-1722572947-2986,2,IDV1257516430,1722575944185.0,2024,08,141904,185,126.88875,37.585735,27.0,001,1722575944003.0,138.775,0.0,0,0,9228,v2x,2024-08-02 05:19:04,은평구
PVDL-IDV1257514830-1722573893-2048,2,IDV1257514830,1722575944079.0,2024,08,141904,079,127.023445,37.5067,44.0,001,1722575944000.0,343.46250000000003,32.0,2,0,9228,v2x,2024-08-02 05:19:04,강남구
PVDL-IDV1257514730-1722560557-15376,2,IDV1257514730,1722575944359.0,2024,08,141904,359,126.973123,37.556621,36.0,001,1722575944008.0,289.96250000000003,0.0,7,0,9228,v2x,2024-08-02 05:19:04,중구
PVDL-IDV1257514680-1722558672-17270,2,IDV1257514680,1722575944059.0,2024,08,141904,059,126.955307,37.576975,72.0,001,1722575944007.0,145.525,30.0,1,0,9228,v2x,2024-08-02 05:19:04,종로구
PVDL-IDV1257514630-1722545260-30679,2,IDV1257514630,1722575944363.0,2024,08,141904,363,126.9674722,37.5614595,44.0,001,1722575944009.0,65.9875,38.0,7,2,9228,v2x,2024-08-02 05:19:04,중구
PVDL-IDV1257514180-1722572252-3681,2,IDV1257514180,1722575944201.0,2024,08,141904,201,126.937275,37.552532,34.0,001,1722575944002.0,172.8,24.0,2,0,9228,v2x,2024-08-02 05:19:04,마포구
PVDL-IDV1257513700-1722571072-4868,2,IDV1257513700,1722575944142.0,2024,08,141904,142,127.018762,37.573884,24.0,001,1722575944008.0,65.575,19.0,2,0,9228,v2x,2024-08-02 05:19:04,종로구
PVDL-IDV1257513660-1722565206-10728,2,IDV1257513660,1722575944109.0,2024,08,141904,109,126.968112,37.567191,94.0,001,1722575944004.0,220.07500000000002,0.0,2,0,9228,v2x,2024-08-02 05:19:04,중구
PVDL-IDV1257513650-1722574024-1910,2,IDV1257513650,1722575944049.0,2024,08,141904,049,126.910857,37.571233,19.0,001,1722575944009.0,122.7125,33.0,2,0,9228,v2x,2024-08-02 05:19:04,서대문구
PVDL-IDV1257513120-1722574239-1695,2,IDV1257513120,1722575944186.0,2024,08,141904,186,127.039925,37.657361,43.0,001,1722575944002.0,205.01250000000002,0.0,2,0,9228,v2x,2024-08-02 05:19:04,도봉구
PVDL-IDV1257512850-1722537715-38215,2,IDV1257512850,1722575944107.0,2024,08,141904,107,126.980606,37.56153,63.0,001,1722575943003.0,241.6125,32.0,7,0,9228,v2x,2024-08-02 05:19:04,중구
PVDL-IDV1257512330-1722563180-12753,2,IDV1257512330,1722575944287.0,2024,08,141904,287,126.909496,37.614167,41.0,001,1722575944004.0,90.3375,0.0,7,0,9228,v2x,2024-08-02 05:19:04,은평구
PVDL-IDV1257512320-1722556857-19077,2,IDV1257512320,1722575944360.0,2024,08,141904,360,126.910322,37.6145,30.0,001,1722575944003.0,30.900000000000002,0.0,7,0,9228,v2x,2024-08-02 05:19:04,은평구
PVDL-IDV1257511120-1722563018-12916,2,IDV1257511120,1722575944269.0,2024,08,141904,269,126.882127,37.583459,18.0,001,1722575944000.0,227.97500000000002,0.0,7,0,9228,v2x,2024-08-02 05:19:04,마포구
PVDL-IDV1257510860-1722547426-28514,2,IDV1257510860,1722575944059.0,2024,08,141904,059,126.982868,37.566058,95.0,001,1722575944004.0,258.6375,24.0,2,0,9228,v2x,2024-08-02 05:19:04,중구
PVDL-IDV1257499680-1722561847-14086,2,IDV1257499680,1722575944060.0,2024,08,141904,060,127.045625,37.689237,42.0,001,1722575944003.0,355.35,21.0,1,0,9228,v2x,2024-08-02 05:19:04,도봉구
PVDL-IDV1257499430-1722573067-2866,2,IDV1257499430,1722575944064.0,2024,08,141904,064,127.0109941,37.590688,43.0,001,1722575944003.0,237.9875,47.0,1,2,9228,v2x,2024-08-02 05:19:04,성북구
PVDL-IDV1257497970-1722545356-30584,2,IDV1257497970,1722575944599.0,2024,08,141904,599,127.001508,37.585367,37.0,001,1722575944002.0,3.4625000000000004,7.0,2,0,9228,v2x,2024-08-02 05:19:04,종로구
PVDL-IDV1257497860-1722567767-8167,2,IDV1257497860,1722575944060.0,2024,08,141904,060,126.93538,37.560099,34.0,001,1722575944008.0,274.5,21.0,2,0,9228,v2x,2024-08-02 05:19:04,서대문구
PVDL-IDV1257497820-1722574182-1757,2,IDV1257497820,1722575944494.0,2024,08,141904,494,127.029762,37.608579,41.0,001,1722575944008.0,212.4875,9.0,7,0,9228,v2x,2024-08-02 05:19:04,성북구
PVDL-IDV1257497640-1722568069-7865,2,IDV1257497640,1722575944362.0,2024,08,141904,362,126.89352,37.556217,33.0,001,1722575944000.0,205.78750000000002,37.0,2,0,9228,v2x,2024-08-02 05:19:04,마포구
PVDL-IDV1257497550-1722573728-2212,2,IDV1257497550,1722575944062.0,2024,08,141904,062,127.006432,37.571083,36.0,001,1722575944006.0,84.97500000000001,0.0,2,0,9228,v2x,2024-08-02 05:19:04,종로구
PVDL-IDV1257497510-1722563846-12088,2,IDV1257497510,1722575944015.0,2024,08,141904,015,127.035398,37.578118,24.0,001,1722575944008.0,90.5,24.0,2,0,9228,v2x,2024-08-02 05:19:04,동대문구
PVDL-IDV1257497130-1722572464-3469,2,IDV1257497130,1722575944104.0,2024,08,141904,104,127.008591,37.57121,28.0,001,1722575944005.0,252.375,34.0,7,0,9228,v2x,2024-08-02 05:19:04,종로구
PVDL-IDV1257496440-1722569486-6448,2,IDV1257496440,1722575944109.0,2024,08,141904,109,126.980963,37.561583,41.0,001,1722575944002.0,66.85000000000001,0.0,0,0,9228,v2x,2024-08-02 05:19:04,중구
PVDL-IDV1257495820-1722544874-31060,2,IDV1257495820,1722575944389.0,2024,08,141904,389,127.060459,37.596385,40.0,001,1722575944002.0,298.83750000000003,0.0,7,0,9228,v2x,2024-08-02 05:19:04,동대문구
PVDL-IDV1257495670-1722562142-13792,2,IDV1257495670,1722575944085.0,2024,08,141904,085,126.836169,37.523375,25.0,001,1722575944009.0,155.28750000000002,21.0,7,0,9228,v2x,2024-08-02 05:19:04,양천구
PVDL-IDV1257495350-1722547128-28812,2,IDV1257495350,1722575944359.0,2024,08,141904,359,127.087042,37.588286,29.0,001,1722575944009.0,253.5,32.0,2,0,9228,v2x,2024-08-02 05:19:04,중랑구
PVDL-IDV1257495340-1722538168-37766,2,IDV1257495340,1722575944015.0,2024,08,141904,015,126.982724,37.491432,24.0,001,1722575944002.0,2.1875,25.0,2,0,9228,v2x,2024-08-02 05:19:04,서초구
PVDL-IDV1257495160-1722566781-9152,2,IDV1257495160,1722575944104.0,2024,08,141904,104,126.871122,37.54763,43.0,001,1722575944009.0,299.175,0.0,1,0,9228,v2x,2024-08-02 05:19:04,강서구
PVDL-IDV1257495010-1722544568-31366,2,IDV1257495010,1722575944391.0,2024,08,141904,391,126.883772,37.547427,26.0,001,1722575944000.0,113.41250000000001,22.0,7,0,9228,v2x,2024-08-02 05:19:04,영등포구
PVDL-IDV1257493940-1722542504-33428,2,IDV1257493940,1722575944027.0,2024,08,141904,027,126.8895749,37.5849836,29.0,001,1722575944003.0,141.9875,0.0,2,2,9228,v2x,2024-08-02 05:19:04,은평구
PVDL-IDV1257493830-1722546956-28977,2,IDV1257493830,1722575944399.0,2024,08,141904,399,126.937499,37.519092,6.0,001,1722575944007.0,53.375,0.0,2,0,9228,v2x,2024-08-02 05:19:04,영등포구
PVDL-IDV1257493820-1722575187-752,2,IDV1257493820,1722575944355.0,2024,08,141904,355,126.885224,37.591621,26.0,001,1722575944008.0,82.75,12.0,2,0,9228,v2x,2024-08-02 05:19:04,은평구
PVDL-IDV1257493740-1722566002-9931,2,IDV1257493740,1722575944358.0,2024,08,141904,358,126.884695,37.592221,21.0,001,1722575944004.0,206.66250000000002,0.0,7,0,9228,v2x,2024-08-02 05:19:04,은평구
PVDL-IDV1257493720-1722574719-1221,2,IDV1257493720,1722575944394.0,2024,08,141904,394,126.9699374,37.5622379,59.0,001,1722575944001.0,256.9875,18.0,2,2,9228,v2x,2024-08-02 05:19:04,중구
PVDL-IDV1257493700-1722545244-30690,2,IDV1257493700,1722575944222.0,2024,08,141904,222,126.926976,37.600263,37.0,001,1722575944008.0,11.700000000000001,12.0,2,0,9228,v2x,2024-08-02 05:19:04,은평구
PVDL-IDV1257493690-1722548450-27484,2,IDV1257493690,1722575944209.0,2024,08,141904,209,126.9499685,37.5425274,12.0,001,1722575944006.0,42.987500000000004,31.0,2,2,9228,v2x,2024-08-02 05:19:04,마포구
PVDL-IDV1257493330-1722571351-4582,2,IDV1257493330,1722575944082.0,2024,08,141904,082,126.9572444,37.5572224,47.0,001,1722575944002.0,93.98750000000001,3.0,2,2,9228,v2x,2024-08-02 05:19:04,마포구
PVDL-IDV1257493190-1722541380-34554,2,IDV1257493190,1722575944385.0,2024,08,141904,385,126.8934678,37.5678767,25.0,001,1722575944001.0,240.9875,4.0,2,2,9228,v2x,2024-08-02 05:19:04,마포구
PVDL-IDV1257493180-1722567227-8743,2,IDV1257493180,1722575944570.0,2024,08,141904,570,126.911272,37.585326,27.0,001,1722575944003.0,39.75,33.0,2,0,9228,v2x,2024-08-02 05:19:04,은평구
PVDL-IDV1257493040-1722562690-13280,2,IDV1257493040,1722575944082.0,2024,08,141904,082,126.9286773,37.5638665,47.0,001,1722575944004.0,30.9875,0.0,2,2,9228,v2x,2024-08-02 05:19:04,서대문구
PVDL-IDV1257493020-1722547101-28833,2,IDV1257493020,1722575944455.0,2024,08,141904,455,126.922544,37.585872,36.0,001,1722575944009.0,140.5875,18.0,2,0,9228,v2x,2024-08-02 05:19:04,은평구
PVDL-IDV1257493010-1722574252-1718,2,IDV1257493010,1722575944363.0,2024,08,141904,363,126.917475,37.590027,31.0,001,1722575944002.0,309.40000000000003,0.0,2,0,9228,v2x,2024-08-02 05:19:04,은평구
PVDL-IDV1257490100-1722574508-1426,2,IDV1257490100,1722575944502.0,2024,08,141904,502,127.130296,37.469016,35.0,001,1722575944010.0,360.0,0.0,7,0,9228,v2x,2024-08-02 05:19:04,송파구
PVDL-IDV1257489950-1722567845-8088,2,IDV1257489950,1722575944034.0,2024,08,141904,034,126.969351,37.505983,30.0,001,1722575944000.0,115.0625,34.0,2,0,9228,v2x,2024-08-02 05:19:04,동작구
PVDL-IDV1257489610-1722537337-38597,2,IDV1257489610,1722575944457.0,2024,08,141904,457,127.014141,37.660758,70.0,001,1722575944000.0,352.925,0.0,7,0,9228,v2x,2024-08-02 05:19:04,강북구
PVDL-IDV1257488520-1722574186-1775,2,IDV1257488520,1722575944425.0,2024,08,141904,425,126.915634,37.56665,29.0,001,1722575944003.0,234.0625,45.0,1,0,9228,v2x,2024-08-02 05:19:04,마포구
PVDL-IDV1257488480-1722575778-162,2,IDV1257488480,1722575944197.0,2024,08,141904,197,126.9768188,37.5642408,44.0,001,1722575944009.0,203.9875,0.0,1,2,9228,v2x,2024-08-02 05:19:04,중구
PVDL-IDV1257487900-1722544610-31324,2,IDV1257487900,1722575944430.0,2024,08,141904,430,127.070224,37.637907,28.0,001,1722575944006.0,76.275,0.0,1,0,9228,v2x,2024-08-02 05:19:04,노원구
PVDL-IDV1257487870-1722575483-450,2,IDV1257487870,1722575944142.0,2024,08,141904,142,127.071035,37.644992,37.0,001,1722575944004.0,348.01250000000005,0.0,1,0,9228,v2x,2024-08-02 05:19:04,노원구
PVDL-IDV1257487740-1722573253-2717,2,IDV1257487740,1722575944027.0,2024,08,141904,027,126.9364972,37.5599003,32.0,001,1722575944005.0,91.98750000000001,0.0,1,2,9228,v2x,2024-08-02 05:19:04,서대문구
PVDL-IDV1257487280-1722545994-29939,2,IDV1257487280,1722575944272.0,2024,08,141904,272,126.9830039,37.5749689,38.0,001,1722575944001.0,0.9875,28.0,1,2,9228,v2x,2024-08-02 05:19:04,종로구
PVDL-IDV1257487230-1722548460-27480,2,IDV1257487230,1722575944067.0,2024,08,141904,067,126.9329207,37.5610943,27.0,001,1722575944001.0,142.9875,10.0,1,2,9228,v2x,2024-08-02 05:19:04,서대문구
PVDL-IDV1257485590-1722567036-8897,2,IDV1257485590,1722575944030.0,2024,08,141904,030,126.9381729,37.5602254,34.0,001,1722575944004.0,270.9875,0.0,0,2,9228,v2x,2024-08-02 05:19:04,서대문구
PVDL-IDV1257485340-1722567206-8727,2,IDV1257485340,1722575944211.0,2024,08,141904,211,126.99269,37.524632,22.0,001,1722575944000.0,331.7375,38.0,2,0,9228,v2x,2024-08-02 05:19:04,용산구
PVDL-IDV1257483260-1722571697-4264,2,IDV1257483260,1722575944279.0,2024,08,141904,279,127.011451,37.493092,38.0,001,1722575944005.0,246.4375,0.0,2,0,9228,v2x,2024-08-02 05:19:04,서초구
PVDL-IDV1257481790-1722546572-29361,2,IDV1257481790,1722575944112.0,2024,08,141904,112,126.880056,37.546884,19.0,001,1722575944005.0,227.8125,0.0,1,0,9228,v2x,2024-08-02 05:19:04,양천구
PVDL-IDV1257479420-1722568233-7701,2,IDV1257479420,1722575944995.0,2024,08,141904,995,127.0214617,37.5109574,26.0,001,1722575945003.0,341.9875,0.0,1,2,9228,v2x,2024-08-02 05:19:05,강남구
PVDL-IDV1257479420-1722568233-7700,2,IDV1257479420,1722575944056.0,2024,08,141904,056,127.0214617,37.5109574,26.0,001,1722575944009.0,341.9875,0.0,1,2,9228,v2x,2024-08-02 05:19:04,강남구
PVDL-IDV1257479350-1722568788-7145,2,IDV1257479350,1722575944467.0,2024,08,141904,467,126.920515,37.639903,31.0,001,1722575944006.0,35.725,22.0,1,0,9228,v2x,2024-08-02 05:19:04,은평구
PVDL-IDV1257479320-1722575087-846,2,IDV1257479320,1722575944363.0,2024,08,141904,363,126.930566,37.648432,37.0,001,1722575944005.0,230.7125,0.0,2,0,9228,v2x,2024-08-02 05:19:04,은평구
PVDL-IDV1257479310-1722573484-2449,2,IDV1257479310,1722575944102.0,2024,08,141904,102,126.955759,37.576417,78.0,001,1722575944009.0,147.5625,45.0,2,0,9228,v2x,2024-08-02 05:19:04,서대문구
PVDL-IDV1257479300-1722574282-1652,2,IDV1257479300,1722575944092.0,2024,08,141904,092,126.941341,37.591739,48.0,001,1722575944000.0,160.4875,21.0,1,0,9228,v2x,2024-08-02 05:19:04,서대문구
PVDL-IDV1257479270-1722575543-427,2,IDV1257479270,1722575944027.0,2024,08,141904,027,127.082607,37.460812,58.0,001,1722575944002.0,65.7,49.0,1,0,9228,v2x,2024-08-02 05:19:04,서초구
PVDL-IDV1257479260-1722572319-3614,2,IDV1257479260,1722575944139.0,2024,08,141904,139,126.987524,37.564862,100.0,001,1722575944008.0,178.78750000000002,0.0,2,0,9228,v2x,2024-08-02 05:19:04,중구
PVDL-IDV1257479150-1722574035-1904,2,IDV1257479150,1722575944361.0,2024,08,141904,361,126.92514,37.646598,33.0,001,1722575944001.0,225.8125,0.0,2,0,9228,v2x,2024-08-02 05:19:04,은평구
PVDL-IDV1257478970-1722568227-7713,2,IDV1257478970,1722575944109.0,2024,08,141904,109,127.013636,37.526667,32.0,001,1722575944003.0,323.2875,52.0,1,0,9228,v2x,2024-08-02 05:19:04,강남구
PVDL-IDV1257478770-1722575766-167,2,IDV1257478770,1722575944502.0,2024,08,141904,502,126.908853,37.646406,30.0,001,1722575944003.0,257.225,0.0,0,0,9228,v2x,2024-08-02 05:19:04,은평구
PVDL-IDV1257478740-1722541192-34742,2,IDV1257478740,1722575944451.0,2024,08,141904,451,127.057615,37.574356,25.0,001,1722575944009.0,357.25,14.0,2,0,9228,v2x,2024-08-02 05:19:04,동대문구
PVDL-IDV1257478520-1722556361-19579,2,IDV1257478520,1722575944424.0,2024,08,141904,424,127.057492,37.574187,25.0,001,1722575944006.0,185.675,18.0,1,0,9228,v2x,2024-08-02 05:19:04,동대문구
PVDL-IDV1257478490-1722573363-2582,2,IDV1257478490,1722575944092.0,2024,08,141904,092,126.941689,37.5911,51.0,001,1722575944008.0,328.21250000000003,18.0,1,0,9228,v2x,2024-08-02 05:19:04,서대문구
PVDL-IDV1257478170-1722572283-3663,2,IDV1257478170,1722575944427.0,2024,08,141904,427,126.919017,37.635102,52.0,001,1722575944001.0,179.5625,0.0,7,0,9228,v2x,2024-08-02 05:19:04,은평구
PVDL-IDV1257478020-1722547857-28076,2,IDV1257478020,1722575944400.0,2024,08,141904,400,126.918704,37.636368,44.0,001,1722575944009.0,2.7875,9.0,7,0,9228,v2x,2024-08-02 05:19:04,은평구
PVDL-IDV1257476270-1722542904-33030,2,IDV1257476270,1722575944060.0,2024,08,141904,060,126.949875,37.5832363,44.0,001,1722575944000.0,153.9875,27.0,2,2,9228,v2x,2024-08-02 05:19:04,서대문구
PVDL-IDV1257476040-1722567180-8754,2,IDV1257476040,1722575944055.0,2024,08,141904,055,127.0346006,37.4839375,38.0,001,1722575944002.0,319.9875,24.0,2,1,9228,v2x,2024-08-02 05:19:04,서초구
PVDL-IDV1257472390-1722547112-28822,2,IDV1257472390,1722575944124.0,2024,08,141904,124,126.9497,37.504642,57.0,001,1722575944004.0,174.375,0.0,2,0,9228,v2x,2024-08-02 05:19:04,동작구
PVDL-IDV1257472170-1722571109-4831,2,IDV1257472170,1722575944417.0,2024,08,141904,417,126.804128,37.567337,11.0,001,1722575944005.0,224.72500000000002,24.0,7,0,9228,v2x,2024-08-02 05:19:04,강서구
PVDL-IDV1257472080-1722571525-4409,2,IDV1257472080,1722575944372.0,2024,08,141904,372,126.97472,37.570214,49.0,001,1722575944006.0,95.375,37.0,2,0,9228,v2x,2024-08-02 05:19:04,종로구
PVDL-IDV1257472010-1722565884-10056,2,IDV1257472010,1722575944385.0,2024,08,141904,382,126.885374,37.592212,19.0,001,1722575944001.0,315.9875,0.0,7,0,9228,v2x,2024-08-02 05:19:04,은평구
PVDL-IDV1257471620-1722544825-31109,2,IDV1257471620,1722575944061.0,2024,08,141904,061,126.9838726,37.5661205,73.0,001,1722575944009.0,269.9875,9.0,2,2,9228,v2x,2024-08-02 05:19:04,중구
PVDL-IDV1257470040-1722544483-31451,2,IDV1257470040,1722575944965.0,2024,08,141904,965,127.068408,37.635827,24.0,001,1722575945002.0,338.2875,0.0,0,0,9228,v2x,2024-08-02 05:19:04,노원구
PVDL-IDV1257468970-1722565197-10737,2,IDV1257468970,1722575944368.0,2024,08,141904,368,126.818084,37.545506,34.0,001,1722575944005.0,40.025000000000006,0.0,7,0,9228,v2x,2024-08-02 05:19:04,강서구
PVDL-IDV1257468780-1722571573-4361,2,IDV1257468780,1722575944027.0,2024,08,141904,027,126.9321882,37.5267984,27.0,001,1722575944003.0,224.9875,21.0,7,1,9228,v2x,2024-08-02 05:19:04,영등포구
PVDL-IDV1257465400-1722558449-17485,2,IDV1257465400,1722575944362.0,2024,08,141904,362,127.045983,37.686018,46.0,001,1722575944007.0,174.4375,37.0,7,0,9228,v2x,2024-08-02 05:19:04,도봉구
PVDL-IDV1257465370-1722539544-36390,2,IDV1257465370,1722575944089.0,2024,08,141904,089,127.024769,37.60399,50.0,001,1722575944009.0,227.3125,1.0,7,0,9228,v2x,2024-08-02 05:19:04,성북구
PVDL-IDV1257465360-1722538157-37782,2,IDV1257465360,1722575944064.0,2024,08,141904,064,127.014606,37.592269,62.0,001,1722575944008.0,262.96250000000003,0.0,2,0,9228,v2x,2024-08-02 05:19:04,성북구
PVDL-IDV1257465350-1722539685-36255,2,IDV1257465350,1722575944037.0,2024,08,141904,037,127.015664,37.575328,41.0,001,1722575944002.0,177.8125,21.0,7,0,9228,v2x,2024-08-02 05:19:04,종로구
PVDL-IDV1257464600-1722545613-30321,2,IDV1257464600,1722575944177.0,2024,08,141904,177,127.017788,37.593349,45.0,001,1722575944005.0,48.525000000000006,15.0,7,0,9228,v2x,2024-08-02 05:19:04,성북구
PVDL-IDV1257464540-1722545491-30442,2,IDV1257464540,1722575944072.0,2024,08,141904,072,127.0271021,37.6394066,43.0,001,1722575944006.0,38.987500000000004,0.0,0,2,9228,v2x,2024-08-02 05:19:04,강북구
PVDL-IDV1257463130-1722575427-506,2,IDV1257463130,1722575944421.0,2024,08,141904,421,127.070437,37.637841,35.0,001,1722575944005.0,360.0,0.0,7,0,9228,v2x,2024-08-02 05:19:04,노원구
PVDL-IDV1257463020-1722546862-29071,2,IDV1257463020,1722575944184.0,2024,08,141904,184,126.967755,37.528931,70.0,001,1722575944004.0,32.0875,12.0,2,0,9228,v2x,2024-08-02 05:19:04,용산구
PVDL-IDV1257461650-1722575440-500,2,IDV1257461650,1722575944461.0,2024,08,141904,461,126.948665,37.534548,10.0,001,1722575944007.0,107.8375,27.0,1,0,9228,v2x,2024-08-02 05:19:04,용산구
PVDL-IDV1257461620-1722575893-47,2,IDV1257461620,1722575944032.0,2024,08,141904,032,127.042882,37.579356,35.0,001,1722575944000.0,248.05,0.0,2,0,9228,v2x,2024-08-02 05:19:04,동대문구
PVDL-IDV1257461240-1722574436-1504,2,IDV1257461240,1722575944526.0,2024,08,141904,526,126.921153,37.571989,32.0,001,1722575944006.0,225.47500000000002,22.0,2,0,9228,v2x,2024-08-02 05:19:04,서대문구
PVDL-IDV1257461230-1722541703-34223,2,IDV1257461230,1722575944109.0,2024,08,141904,109,126.971956,37.575903,42.0,001,1722575944002.0,89.5875,30.0,2,0,9228,v2x,2024-08-02 05:19:04,종로구
PVDL-IDV1257458640-1722569185-6748,2,IDV1257458640,1722575944056.0,2024,08,141904,056,127.059257,37.507955,65.0,001,1722575944002.0,246.63750000000002,0.0,2,0,9228,v2x,2024-08-02 05:19:04,강남구
PVDL-IDV1257458610-1722568659-7275,2,IDV1257458610,1722575944113.0,2024,08,141904,113,127.030901,37.498878,72.0,001,1722575944006.0,251.9875,9.0,2,0,9228,v2x,2024-08-02 05:19:04,강남구
PVDL-IDV1257458500-1722572690-3280,2,IDV1257458500,1722575944025.0,2024,08,141904,025,126.989931,37.531751,30.0,001,1722575944000.0,150.5,41.0,7,0,9228,v2x,2024-08-02 05:19:04,용산구
PVDL-IDV1257458390-1722564816-11118,2,IDV1257458390,1722575944110.0,2024,08,141904,110,126.926598,37.566291,27.0,001,1722575944005.0,285.7375,22.0,2,0,9228,v2x,2024-08-02 05:19:04,서대문구
PVDL-IDV1257458310-1722570989-4944,2,IDV1257458310,1722575944243.0,2024,08,141904,243,126.9756,37.534562,23.0,001,1722575944006.0,128.625,0.0,2,0,9228,v2x,2024-08-02 05:19:04,용산구
PVDL-IDV1257458280-1722566489-9445,2,IDV1257458280,1722575944219.0,2024,08,141904,219,126.965242,37.538239,39.0,001,1722575944010.0,290.83750000000003,5.0,2,0,9228,v2x,2024-08-02 05:19:04,용산구
PVDL-IDV1257458160-1722573969-2001,2,IDV1257458160,1722575944124.0,2024,08,141904,124,126.886806,37.587394,37.0,001,1722575944003.0,137.975,0.0,7,0,9228,v2x,2024-08-02 05:19:04,은평구
PVDL-IDV1257458150-1722569245-6688,2,IDV1257458150,1722575944347.0,2024,08,141904,347,126.958902,37.517173,24.0,001,1722575944005.0,34.862500000000004,0.0,2,0,9228,v2x,2024-08-02 05:19:04,용산구
PVDL-IDV1257458020-1722565108-10826,2,IDV1257458020,1722575944113.0,2024,08,141904,113,126.895683,37.582077,25.0,001,1722575944001.0,306.7375,0.0,2,0,9228,v2x,2024-08-02 05:19:04,은평구
PVDL-IDV1257457570-1722568498-7436,2,IDV1257457570,1722575944351.0,2024,08,141904,351,127.107458,37.60612,55.0,001,1722575944005.0,248.25,0.0,7,0,9228,v2x,2024-08-02 05:19:04,중랑구
PVDL-IDV1257457470-1722575346-588,2,IDV1257457470,1722575944376.0,2024,08,141904,376,127.04557,37.466478,33.0,001,1722575944004.0,360.0,0.0,1,0,9228,v2x,2024-08-02 05:19:04,서초구
PVDL-IDV1257457450-1722573897-2060,2,IDV1257457450,1722575944205.0,2024,08,141904,205,126.969029,37.575854,50.0,001,1722575944003.0,224.55,36.0,2,0,9228,v2x,2024-08-02 05:19:04,종로구
PVDL-IDV1257456900-1722573311-2635,2,IDV1257456900,1722575944214.0,2024,08,141904,214,126.9669949,37.5656325,48.0,001,1722575944007.0,319.9875,0.0,0,2,9228,v2x,2024-08-02 05:19:04,중구
PVDL-IDV1257455740-1722567544-8389,2,IDV1257455740,1722575944122.0,2024,08,141904,122,127.033907,37.558481,15.0,001,1722575944009.0,177.28750000000002,22.0,1,0,9228,v2x,2024-08-02 05:19:04,성동구
PVDL-IDV1257454520-1722569800-6141,2,IDV1257454520,1722575944357.0,2024,08,141904,357,126.797299,37.577586,21.0,001,1722575944009.0,304.7375,0.0,7,0,9228,v2x,2024-08-02 05:19:04,강서구
PVDL-IDV1257453870-1722562495-13439,2,IDV1257453870,1722575944114.0,2024,08,141904,114,126.9218888,37.6182917,44.0,001,1722575944002.0,323.9875,24.0,2,8,9228,v2x,2024-08-02 05:19:04,은평구
PVDL-IDV1257453830-1722571064-4870,2,IDV1257453830,1722575944359.0,2024,08,141904,359,127.0212041,37.5113726,50.0,001,1722575944005.0,160.9875,0.0,1,2,9228,v2x,2024-08-02 05:19:04,강남구
PVDL-IDV1257453640-1722566850-9084,2,IDV1257453640,1722575944346.0,2024,08,141904,346,127.039121,37.470252,25.0,001,1722575944008.0,343.4875,30.0,2,0,9228,v2x,2024-08-02 05:19:04,서초구
PVDL-IDV1257453450-1722568122-7812,2,IDV1257453450,1722575944529.0,2024,08,141904,529,127.060494,37.456882,55.0,001,1722575944000.0,298.9375,0.0,1,0,9228,v2x,2024-08-02 05:19:04,서초구
PVDL-IDV1257453410-1722557809-18124,2,IDV1257453410,1722575944099.0,2024,08,141904,099,126.942907,37.589853,46.0,001,1722575944005.0,315.5,22.0,2,0,9228,v2x,2024-08-02 05:19:04,서대문구
PVDL-IDV1257453300-1722540709-35225,2,IDV1257453300,1722575944366.0,2024,08,141904,366,127.052904,37.584257,28.0,001,1722575944009.0,151.8,21.0,7,0,9228,v2x,2024-08-02 05:19:04,동대문구
PVDL-IDV1257453170-1722548525-27409,2,IDV1257453170,1722575944081.0,2024,08,141904,081,127.0011636,37.5709945,42.0,001,1722575944003.0,82.98750000000001,0.0,2,2,9228,v2x,2024-08-02 05:19:04,종로구
PVDL-IDV1257453070-1722574465-1474,2,IDV1257453070,1722575944065.0,2024,08,141904,065,127.052537,37.585047,34.0,001,1722575944010.0,316.8625,16.0,1,0,9228,v2x,2024-08-02 05:19:04,동대문구
